0,-0.10234465538276494
1,0.11643759537967258
2,-0.537601562212823
3,0.214027665958065
4,-0.5396115118277307
5,-0.5396115116800271
6,-0.5376015624190176
7,-0.11002283609275754
8,-0.45154848998226504
9,-0.537591642685934
10,-0.47327498783785504
11,-0.537601562247634
12,-0.5376114821454288
13,-0.537591642685934
14,-0.537591642685934
15,-0.507622162402916
16,-0.4638026582524446
17,-0.4227622623274905
18,-0.22806886829654105
19,-0.5375916420703055
20,-0.28606258144982766
21,-0.2931098038547615
22,-0.498684032380069
23,-0.2496851958729147
24,-0.5010289569386077
25,-0.09380911319604901
